# Detailed performance comparison of introsort::sort and std::slice::sort.
# I benchmark various "patterns" (methods of generating lists), modified 
# by varioues "variants" (ways of "shuffling" the generated list).
# These patterns and variant are parametrized by a parameters m.
#
# The patterns are
# * sawtooth: v[i] = i % m
# * rand: v[i] = random()
# * stagger: v[i] = (i*m + i) % size
# * plateau: v[i] = min(i, m)
# * shuffle: if random() / m == 0 { j+=2; j } else { k += 2; k }
#
# The variations are
# * ident: no change
# * reverse: reversed
# * reverse_front: first half reversed
# * reverse_back: second hald reversed
# * sort: sorted
# * dither: v[i] += i % 5
#
# The type of the elements sorted was i32.
# Listed below are values for throughput (elements / microsecond).
# Taking the geometric mean for introsort we get 93.8, compared to 37.0 for std.
#
# Both algorithms use insertion sort for small lists, so size = 10 only compares
# the repective insertion sort implementations.
# For larger values it can be seen that introsort is many times faster than std when
# the list has few unique elements or is (partially) sorted.

size     m        pattern   variant        introsort  std    introsort/std
10       1        sawtooth  ident          243.2      188.7  1.29
10       1        sawtooth  reverse        180.3      202.8  0.89
10       1        sawtooth  reverse_front  247.3      197.1  1.25
10       1        sawtooth  reverse_back   211.5      197.1  1.07
10       1        sawtooth  sort           245.1      202.6  1.21
10       1        sawtooth  dither         192.0      158.9  1.21
10       1        rand      ident          74.8       58.5   1.28
10       1        rand      reverse        71.6       57.5   1.24
10       1        rand      reverse_front  74.8       57.5   1.30
10       1        rand      reverse_back   74.5       58.0   1.28
10       1        rand      sort           212.7      190.4  1.12
10       1        rand      dither         74.7       57.3   1.30
10       1        stagger   ident          197.5      157.8  1.25
10       1        stagger   reverse        139.4      100.7  1.38
10       1        stagger   reverse_front  155.5      133.6  1.16
10       1        stagger   reverse_back   156.1      106.3  1.47
10       1        stagger   sort           244.3      201.2  1.21
10       1        stagger   dither         191.9      158.4  1.21
10       1        plateau   ident          247.3      196.2  1.26
10       1        plateau   reverse        197.4      179.4  1.10
10       1        plateau   reverse_front  206.7      175.8  1.18
10       1        plateau   reverse_back   246.8      201.0  1.23
10       1        plateau   sort           247.5      201.8  1.23
10       1        plateau   dither         189.9      155.9  1.22
10       1        shuffle   ident          209.8      167.2  1.25
10       1        shuffle   reverse        93.0       67.7   1.38
10       1        shuffle   reverse_front  164.9      110.7  1.49
10       1        shuffle   reverse_back   166.5      110.1  1.51
10       1        shuffle   sort           216.1      193.2  1.12
10       1        shuffle   dither         199.7      142.7  1.40
10       2        sawtooth  ident          188.5      151.4  1.24
10       2        sawtooth  reverse        174.1      120.9  1.44
10       2        sawtooth  reverse_front  195.5      147.7  1.32
10       2        sawtooth  reverse_back   197.8      157.2  1.26
10       2        sawtooth  sort           253.9      195.9  1.30
10       2        sawtooth  dither         171.5      153.0  1.12
10       2        rand      ident          75.3       58.5   1.29
10       2        rand      reverse        73.3       59.0   1.24
10       2        rand      reverse_front  74.7       57.8   1.29
10       2        rand      reverse_back   75.0       58.8   1.28
10       2        rand      sort           218.7      190.5  1.15
10       2        rand      dither         74.6       58.3   1.28
10       2        stagger   ident          164.7      112.8  1.46
10       2        stagger   reverse        113.7      102.1  1.11
10       2        stagger   reverse_front  153.1      104.0  1.47
10       2        stagger   reverse_back   159.7      114.4  1.40
10       2        stagger   sort           235.9      195.1  1.21
10       2        stagger   dither         169.9      140.0  1.21
10       2        plateau   ident          253.8      201.6  1.26
10       2        plateau   reverse        162.6      120.0  1.36
10       2        plateau   reverse_front  185.5      177.3  1.05
10       2        plateau   reverse_back   239.9      201.9  1.19
10       2        plateau   sort           249.2      203.3  1.23
10       2        plateau   dither         194.8      148.9  1.31
10       2        shuffle   ident          217.4      166.3  1.31
10       2        shuffle   reverse        97.2       66.1   1.47
10       2        shuffle   reverse_front  159.5      118.9  1.34
10       2        shuffle   reverse_back   165.9      112.2  1.48
10       2        shuffle   sort           214.4      194.2  1.10
10       2        shuffle   dither         194.5      144.1  1.35
10       4        sawtooth  ident          174.8      117.0  1.49
10       4        sawtooth  reverse        164.4      111.5  1.47
10       4        sawtooth  reverse_front  162.9      114.0  1.43
10       4        sawtooth  reverse_back   174.3      143.9  1.21
10       4        sawtooth  sort           255.4      201.2  1.27
10       4        sawtooth  dither         175.8      137.9  1.28
10       4        rand      ident          74.9       56.1   1.34
10       4        rand      reverse        74.8       56.8   1.32
10       4        rand      reverse_front  74.3       58.7   1.27
10       4        rand      reverse_back   72.9       57.8   1.26
10       4        rand      sort           219.5      181.4  1.21
10       4        rand      dither         73.8       56.2   1.31
10       4        stagger   ident          196.1      153.9  1.27
10       4        stagger   reverse        169.6      120.0  1.41
10       4        stagger   reverse_front  195.6      149.9  1.31
10       4        stagger   reverse_back   189.6      151.1  1.26
10       4        stagger   sort           251.2      196.3  1.28
10       4        stagger   dither         173.5      136.4  1.27
10       4        plateau   ident          254.6      195.7  1.30
10       4        plateau   reverse        132.4      96.8   1.37
10       4        plateau   reverse_front  193.3      158.4  1.22
10       4        plateau   reverse_back   259.0      201.0  1.29
10       4        plateau   sort           255.3      203.1  1.26
10       4        plateau   dither         194.3      161.1  1.21
10       4        shuffle   ident          209.0      165.1  1.27
10       4        shuffle   reverse        97.2       66.3   1.47
10       4        shuffle   reverse_front  161.7      113.3  1.43
10       4        shuffle   reverse_back   145.8      110.1  1.32
10       4        shuffle   sort           219.9      196.5  1.12
10       4        shuffle   dither         205.1      141.0  1.45
10       8        sawtooth  ident          185.1      128.4  1.44
10       8        sawtooth  reverse        137.2      88.9   1.54
10       8        sawtooth  reverse_front  152.1      111.6  1.36
10       8        sawtooth  reverse_back   182.7      152.2  1.20
10       8        sawtooth  sort           255.7      201.3  1.27
10       8        sawtooth  dither         186.4      128.3  1.45
10       8        rand      ident          74.6       57.5   1.30
10       8        rand      reverse        75.0       55.4   1.35
10       8        rand      reverse_front  74.6       56.4   1.32
10       8        rand      reverse_back   73.5       58.5   1.26
10       8        rand      sort           207.3      191.5  1.08
10       8        rand      dither         72.3       58.9   1.23
10       8        stagger   ident          122.2      84.1   1.45
10       8        stagger   reverse        203.4      168.2  1.21
10       8        stagger   reverse_front  128.5      90.9   1.41
10       8        stagger   reverse_back   144.8      118.4  1.22
10       8        stagger   sort           249.9      196.8  1.27
10       8        stagger   dither         145.5      134.9  1.08
10       8        plateau   ident          253.2      184.1  1.38
10       8        plateau   reverse        110.3      84.8   1.30
10       8        plateau   reverse_front  191.4      157.2  1.22
10       8        plateau   reverse_back   199.3      160.8  1.24
10       8        plateau   sort           252.9      202.9  1.25
10       8        plateau   dither         217.4      178.2  1.22
10       8        shuffle   ident          211.4      167.9  1.26
10       8        shuffle   reverse        95.5       67.7   1.41
10       8        shuffle   reverse_front  156.5      117.1  1.34
10       8        shuffle   reverse_back   165.2      114.3  1.44
10       8        shuffle   sort           215.3      195.7  1.10
10       8        shuffle   dither         204.9      146.6  1.40
10       16       sawtooth  ident          233.9      202.7  1.15
10       16       sawtooth  reverse        111.9      82.4   1.36
10       16       sawtooth  reverse_front  194.6      152.5  1.28
10       16       sawtooth  reverse_back   177.7      148.2  1.20
10       16       sawtooth  sort           244.4      198.9  1.23
10       16       sawtooth  dither         202.6      179.3  1.13
10       16       rand      ident          75.1       57.0   1.32
10       16       rand      reverse        73.7       57.4   1.28
10       16       rand      reverse_front  74.0       57.9   1.28
10       16       rand      reverse_back   75.2       57.5   1.31
10       16       rand      sort           216.3      191.8  1.13
10       16       rand      dither         72.0       58.9   1.22
10       16       stagger   ident          160.5      111.0  1.45
10       16       stagger   reverse        135.5      109.3  1.24
10       16       stagger   reverse_front  156.1      110.6  1.41
10       16       stagger   reverse_back   162.9      106.8  1.53
10       16       stagger   sort           250.7      178.1  1.41
10       16       stagger   dither         160.8      103.4  1.55
10       16       plateau   ident          243.3      197.2  1.23
10       16       plateau   reverse        110.8      82.6   1.34
10       16       plateau   reverse_front  185.3      157.5  1.18
10       16       plateau   reverse_back   189.4      144.3  1.31
10       16       plateau   sort           233.9      201.9  1.16
10       16       plateau   dither         205.4      178.9  1.15
10       16       shuffle   ident          197.2      168.3  1.17
10       16       shuffle   reverse        94.8       66.8   1.42
10       16       shuffle   reverse_front  164.5      114.4  1.44
10       16       shuffle   reverse_back   154.1      112.7  1.37
10       16       shuffle   sort           210.4      188.3  1.12
10       16       shuffle   dither         206.9      148.2  1.40
100      1        sawtooth  ident          390.9      104.8  3.73
100      1        sawtooth  reverse        391.0      98.5   3.97
100      1        sawtooth  reverse_front  385.6      103.2  3.74
100      1        sawtooth  reverse_back   401.0      104.1  3.85
100      1        sawtooth  sort           386.9      105.0  3.69
100      1        sawtooth  dither         173.4      55.0   3.15
100      1        rand      ident          40.4       37.7   1.07
100      1        rand      reverse        40.3       38.0   1.06
100      1        rand      reverse_front  40.3       38.1   1.06
100      1        rand      reverse_back   40.3       38.2   1.06
100      1        rand      sort           320.1      102.8  3.11
100      1        rand      dither         40.1       38.1   1.05
100      1        stagger   ident          111.1      78.9   1.41
100      1        stagger   reverse        88.4       47.1   1.88
100      1        stagger   reverse_front  97.5       52.9   1.84
100      1        stagger   reverse_back   106.0      64.9   1.63
100      1        stagger   sort           366.7      105.2  3.49
100      1        stagger   dither         108.4      77.6   1.40
100      1        plateau   ident          365.6      105.8  3.46
100      1        plateau   reverse        399.6      98.3   4.07
100      1        plateau   reverse_front  346.3      101.1  3.42
100      1        plateau   reverse_back   362.6      103.4  3.51
100      1        plateau   sort           369.9      106.1  3.48
100      1        plateau   dither         173.1      55.5   3.12
100      1        shuffle   ident          305.5      97.4   3.14
100      1        shuffle   reverse        109.6      45.6   2.40
100      1        shuffle   reverse_front  107.0      58.4   1.83
100      1        shuffle   reverse_back   139.3      64.1   2.17
100      1        shuffle   sort           319.7      106.1  3.01
100      1        shuffle   dither         288.4      98.7   2.92
100      2        sawtooth  ident          269.3      65.9   4.09
100      2        sawtooth  reverse        272.5      64.2   4.24
100      2        sawtooth  reverse_front  254.2      66.7   3.81
100      2        sawtooth  reverse_back   251.3      68.1   3.69
100      2        sawtooth  sort           263.3      106.8  2.47
100      2        sawtooth  dither         124.1      56.8   2.19
100      2        rand      ident          40.5       37.9   1.07
100      2        rand      reverse        40.6       38.1   1.06
100      2        rand      reverse_front  40.4       38.4   1.05
100      2        rand      reverse_back   40.5       38.3   1.06
100      2        rand      sort           309.4      105.4  2.94
100      2        rand      dither         40.4       38.0   1.06
100      2        stagger   ident          77.4       80.6   0.96
100      2        stagger   reverse        77.4       41.0   1.89
100      2        stagger   reverse_front  57.5       60.9   0.94
100      2        stagger   reverse_back   82.2       64.9   1.27
100      2        stagger   sort           360.8      101.3  3.56
100      2        stagger   dither         77.9       80.5   0.97
100      2        plateau   ident          362.5      103.1  3.52
100      2        plateau   reverse        380.5      103.3  3.68
100      2        plateau   reverse_front  360.1      99.3   3.63
100      2        plateau   reverse_back   373.4      103.9  3.59
100      2        plateau   sort           365.6      103.8  3.52
100      2        plateau   dither         163.0      55.7   2.93
100      2        shuffle   ident          301.0      100.4  3.00
100      2        shuffle   reverse        110.5      44.4   2.49
100      2        shuffle   reverse_front  109.3      57.9   1.89
100      2        shuffle   reverse_back   141.3      63.7   2.22
100      2        shuffle   sort           323.1      104.2  3.10
100      2        shuffle   dither         289.7      99.4   2.91
100      4        sawtooth  ident          240.2      57.3   4.19
100      4        sawtooth  reverse        224.3      55.0   4.08
100      4        sawtooth  reverse_front  233.8      56.0   4.18
100      4        sawtooth  reverse_back   243.4      57.4   4.24
100      4        sawtooth  sort           261.1      104.1  2.51
100      4        sawtooth  dither         162.0      55.0   2.95
100      4        rand      ident          40.4       38.1   1.06
100      4        rand      reverse        40.5       38.4   1.06
100      4        rand      reverse_front  40.1       37.8   1.06
100      4        rand      reverse_back   40.9       37.9   1.08
100      4        rand      sort           316.7      103.1  3.07
100      4        rand      dither         40.8       38.5   1.06
100      4        stagger   ident          106.3      56.8   1.87
100      4        stagger   reverse        90.4       49.3   1.84
100      4        stagger   reverse_front  82.8       52.4   1.58
100      4        stagger   reverse_back   115.3      54.4   2.12
100      4        stagger   sort           265.7      104.5  2.54
100      4        stagger   dither         104.8      56.5   1.86
100      4        plateau   ident          331.0      98.3   3.37
100      4        plateau   reverse        363.3      113.8  3.19
100      4        plateau   reverse_front  353.6      95.8   3.69
100      4        plateau   reverse_back   357.5      103.7  3.45
100      4        plateau   sort           359.0      105.2  3.41
100      4        plateau   dither         169.9      54.7   3.10
100      4        shuffle   ident          307.3      99.8   3.08
100      4        shuffle   reverse        110.5      44.9   2.46
100      4        shuffle   reverse_front  110.0      58.9   1.87
100      4        shuffle   reverse_back   145.0      63.7   2.28
100      4        shuffle   sort           320.4      104.8  3.06
100      4        shuffle   dither         281.0      99.2   2.83
100      8        sawtooth  ident          136.8      58.1   2.35
100      8        sawtooth  reverse        143.9      53.4   2.69
100      8        sawtooth  reverse_front  109.1      54.2   2.01
100      8        sawtooth  reverse_back   117.5      55.7   2.11
100      8        sawtooth  sort           248.2      99.8   2.49
100      8        sawtooth  dither         120.4      55.6   2.16
100      8        rand      ident          40.4       38.0   1.06
100      8        rand      reverse        40.2       38.3   1.05
100      8        rand      reverse_front  40.6       38.1   1.07
100      8        rand      reverse_back   40.9       37.7   1.09
100      8        rand      sort           319.3      101.8  3.14
100      8        rand      dither         40.4       37.9   1.07
100      8        stagger   ident          89.6       51.8   1.73
100      8        stagger   reverse        86.1       49.0   1.76
100      8        stagger   reverse_front  101.7      50.2   2.03
100      8        stagger   reverse_back   71.2       52.3   1.36
100      8        stagger   sort           356.7      102.0  3.50
100      8        stagger   dither         101.5      55.2   1.84
100      8        plateau   ident          333.1      98.3   3.39
100      8        plateau   reverse        340.6      99.0   3.44
100      8        plateau   reverse_front  339.1      89.7   3.78
100      8        plateau   reverse_back   322.5      105.5  3.06
100      8        plateau   sort           351.0      106.9  3.28
100      8        plateau   dither         123.6      58.9   2.10
100      8        shuffle   ident          316.3      99.3   3.18
100      8        shuffle   reverse        109.1      44.2   2.47
100      8        shuffle   reverse_front  109.5      58.0   1.89
100      8        shuffle   reverse_back   141.5      63.5   2.23
100      8        shuffle   sort           317.5      103.2  3.08
100      8        shuffle   dither         300.1      98.0   3.06
100      16       sawtooth  ident          97.8       64.3   1.52
100      16       sawtooth  reverse        101.5      49.6   2.05
100      16       sawtooth  reverse_front  115.3      53.6   2.15
100      16       sawtooth  reverse_back   97.4       57.1   1.71
100      16       sawtooth  sort           303.2      101.6  2.98
100      16       sawtooth  dither         103.0      62.3   1.65
100      16       rand      ident          40.4       37.9   1.07
100      16       rand      reverse        40.8       38.0   1.07
100      16       rand      reverse_front  40.2       37.5   1.07
100      16       rand      reverse_back   40.1       37.9   1.06
100      16       rand      sort           318.3      104.3  3.05
100      16       rand      dither         40.3       38.0   1.06
100      16       stagger   ident          91.8       52.8   1.74
100      16       stagger   reverse        75.5       50.1   1.51
100      16       stagger   reverse_front  80.7       50.9   1.59
100      16       stagger   reverse_back   97.3       51.3   1.90
100      16       stagger   sort           330.4      101.5  3.26
100      16       stagger   dither         83.4       52.4   1.59
100      16       plateau   ident          266.7      100.7  2.65
100      16       plateau   reverse        236.2      83.6   2.82
100      16       plateau   reverse_front  246.3      82.1   3.00
100      16       plateau   reverse_back   269.6      101.3  2.66
100      16       plateau   sort           273.8      104.3  2.62
100      16       plateau   dither         142.1      59.6   2.38
100      16       shuffle   ident          306.0      98.1   3.12
100      16       shuffle   reverse        110.4      45.6   2.42
100      16       shuffle   reverse_front  108.7      58.6   1.85
100      16       shuffle   reverse_back   141.2      64.2   2.20
100      16       shuffle   sort           324.0      104.4  3.10
100      16       shuffle   dither         302.1      98.3   3.07
100      32       sawtooth  ident          71.7       91.6   0.78
100      32       sawtooth  reverse        96.6       44.0   2.20
100      32       sawtooth  reverse_front  97.9       64.1   1.53
100      32       sawtooth  reverse_back   88.4       63.4   1.40
100      32       sawtooth  sort           294.8      105.9  2.78
100      32       sawtooth  dither         84.7       87.1   0.97
100      32       rand      ident          40.5       38.1   1.06
100      32       rand      reverse        40.5       37.8   1.07
100      32       rand      reverse_front  40.4       38.3   1.06
100      32       rand      reverse_back   40.5       37.6   1.08
100      32       rand      sort           319.9      104.4  3.06
100      32       rand      dither         40.3       37.4   1.08
100      32       stagger   ident          104.2      47.4   2.20
100      32       stagger   reverse        79.5       57.2   1.39
100      32       stagger   reverse_front  98.7       53.1   1.86
100      32       stagger   reverse_back   79.6       52.5   1.52
100      32       stagger   sort           332.9      101.5  3.28
100      32       stagger   dither         97.0       49.4   1.96
100      32       plateau   ident          227.7      105.0  2.17
100      32       plateau   reverse        113.7      68.8   1.65
100      32       plateau   reverse_front  175.1      67.2   2.61
100      32       plateau   reverse_back   227.5      100.5  2.26
100      32       plateau   sort           221.6      103.1  2.15
100      32       plateau   dither         125.8      66.3   1.90
100      32       shuffle   ident          302.8      99.0   3.06
100      32       shuffle   reverse        110.3      44.3   2.49
100      32       shuffle   reverse_front  109.5      58.2   1.88
100      32       shuffle   reverse_back   142.2      62.7   2.27
100      32       shuffle   sort           320.6      101.6  3.16
100      32       shuffle   dither         295.6      97.4   3.03
100      64       sawtooth  ident          85.4       98.7   0.87
100      64       sawtooth  reverse        56.2       45.5   1.23
100      64       sawtooth  reverse_front  95.1       58.8   1.62
100      64       sawtooth  reverse_back   82.7       60.8   1.36
100      64       sawtooth  sort           367.5      103.5  3.55
100      64       sawtooth  dither         62.0       98.7   0.63
100      64       rand      ident          40.5       38.0   1.07
100      64       rand      reverse        40.1       38.3   1.05
100      64       rand      reverse_front  40.5       38.2   1.06
100      64       rand      reverse_back   40.0       38.2   1.05
100      64       rand      sort           312.2      105.6  2.96
100      64       rand      dither         40.9       37.9   1.08
100      64       stagger   ident          83.8       49.8   1.68
100      64       stagger   reverse        96.4       52.5   1.84
100      64       stagger   reverse_front  96.2       50.9   1.89
100      64       stagger   reverse_back   104.2      50.9   2.05
100      64       stagger   sort           271.7      105.6  2.57
100      64       stagger   dither         82.2       51.3   1.60
100      64       plateau   ident          221.1      107.6  2.05
100      64       plateau   reverse        129.5      57.4   2.26
100      64       plateau   reverse_front  158.1      59.6   2.65
100      64       plateau   reverse_back   113.6      87.9   1.29
100      64       plateau   sort           220.9      104.8  2.11
100      64       plateau   dither         209.8      80.1   2.62
100      64       shuffle   ident          318.6      98.0   3.25
100      64       shuffle   reverse        112.2      46.2   2.43
100      64       shuffle   reverse_front  110.3      59.0   1.87
100      64       shuffle   reverse_back   143.2      64.0   2.24
100      64       shuffle   sort           319.8      104.3  3.07
100      64       shuffle   dither         298.4      98.0   3.05
100      128      sawtooth  ident          333.9      103.7  3.22
100      128      sawtooth  reverse        116.0      47.7   2.43
100      128      sawtooth  reverse_front  105.8      60.8   1.74
100      128      sawtooth  reverse_back   149.2      66.3   2.25
100      128      sawtooth  sort           358.9      104.9  3.42
100      128      sawtooth  dither         284.5      99.8   2.85
100      128      rand      ident          39.5       38.1   1.04
100      128      rand      reverse        39.8       37.7   1.05
100      128      rand      reverse_front  40.3       38.3   1.05
100      128      rand      reverse_back   40.2       38.0   1.06
100      128      rand      sort           321.1      105.8  3.03
100      128      rand      dither         40.0       37.9   1.05
100      128      stagger   ident          109.5      51.4   2.13
100      128      stagger   reverse        97.0       48.1   2.02
100      128      stagger   reverse_front  102.3      51.0   2.01
100      128      stagger   reverse_back   90.2       52.0   1.74
100      128      stagger   sort           327.9      105.4  3.11
100      128      stagger   dither         76.1       52.1   1.46
100      128      plateau   ident          365.8      104.2  3.51
100      128      plateau   reverse        117.8      46.7   2.52
100      128      plateau   reverse_front  111.7      60.5   1.85
100      128      plateau   reverse_back   160.4      65.2   2.46
100      128      plateau   sort           366.4      101.0  3.63
100      128      plateau   dither         272.0      98.8   2.75
100      128      shuffle   ident          305.2      104.2  2.93
100      128      shuffle   reverse        109.8      45.4   2.42
100      128      shuffle   reverse_front  110.5      57.7   1.91
100      128      shuffle   reverse_back   140.2      64.3   2.18
100      128      shuffle   sort           317.8      103.2  3.08
100      128      shuffle   dither         299.5      100.1  2.99
1000     1        sawtooth  ident          543.8      77.7   7.00
1000     1        sawtooth  reverse        543.4      77.6   7.00
1000     1        sawtooth  reverse_front  553.2      77.1   7.18
1000     1        sawtooth  reverse_back   544.6      76.7   7.10
1000     1        sawtooth  sort           550.4      77.1   7.14
1000     1        sawtooth  dither         233.5      38.8   6.01
1000     1        rand      ident          27.2       29.3   0.93
1000     1        rand      reverse        27.3       29.1   0.94
1000     1        rand      reverse_front  27.2       29.1   0.93
1000     1        rand      reverse_back   27.2       29.2   0.93
1000     1        rand      sort           196.8      77.3   2.54
1000     1        rand      dither         27.2       29.2   0.93
1000     1        stagger   ident          80.4       68.5   1.17
1000     1        stagger   reverse        73.1       34.7   2.11
1000     1        stagger   reverse_front  78.7       47.1   1.67
1000     1        stagger   reverse_back   75.8       48.0   1.58
1000     1        stagger   sort           187.8      77.3   2.43
1000     1        stagger   dither         79.0       67.3   1.17
1000     1        plateau   ident          563.0      77.2   7.29
1000     1        plateau   reverse        534.2      77.1   6.93
1000     1        plateau   reverse_front  542.3      77.2   7.03
1000     1        plateau   reverse_back   527.6      76.8   6.87
1000     1        plateau   sort           541.1      76.7   7.05
1000     1        plateau   dither         229.3      38.7   5.92
1000     1        shuffle   ident          199.5      76.9   2.59
1000     1        shuffle   reverse        159.1      38.0   4.19
1000     1        shuffle   reverse_front  157.8      47.6   3.32
1000     1        shuffle   reverse_back   148.1      48.1   3.08
1000     1        shuffle   sort           198.0      77.1   2.57
1000     1        shuffle   dither         174.9      76.1   2.30
1000     2        sawtooth  ident          374.0      47.9   7.81
1000     2        sawtooth  reverse        378.3      46.6   8.12
1000     2        sawtooth  reverse_front  377.7      47.3   7.98
1000     2        sawtooth  reverse_back   380.7      47.4   8.03
1000     2        sawtooth  sort           386.2      77.2   5.00
1000     2        sawtooth  dither         230.4      40.1   5.74
1000     2        rand      ident          27.2       29.0   0.94
1000     2        rand      reverse        27.2       29.2   0.93
1000     2        rand      reverse_front  27.3       29.1   0.94
1000     2        rand      reverse_back   27.4       29.1   0.94
1000     2        rand      sort           198.0      77.0   2.57
1000     2        rand      dither         27.3       29.1   0.94
1000     2        stagger   ident          71.8       60.0   1.20
1000     2        stagger   reverse        74.3       34.0   2.19
1000     2        stagger   reverse_front  71.4       42.9   1.66
1000     2        stagger   reverse_back   70.4       43.5   1.62
1000     2        stagger   sort           201.8      76.3   2.65
1000     2        stagger   dither         68.5       59.3   1.15
1000     2        plateau   ident          544.8      77.8   7.00
1000     2        plateau   reverse        531.3      76.9   6.91
1000     2        plateau   reverse_front  519.3      76.8   6.76
1000     2        plateau   reverse_back   528.8      76.5   6.91
1000     2        plateau   sort           542.3      76.2   7.12
1000     2        plateau   dither         227.5      38.9   5.84
1000     2        shuffle   ident          199.1      76.3   2.61
1000     2        shuffle   reverse        159.3      37.9   4.20
1000     2        shuffle   reverse_front  157.0      47.7   3.29
1000     2        shuffle   reverse_back   150.9      47.8   3.16
1000     2        shuffle   sort           200.2      77.3   2.59
1000     2        shuffle   dither         177.5      75.3   2.36
1000     4        sawtooth  ident          270.9      41.0   6.61
1000     4        sawtooth  reverse        266.4      39.1   6.82
1000     4        sawtooth  reverse_front  265.6      39.9   6.65
1000     4        sawtooth  reverse_back   272.7      39.7   6.87
1000     4        sawtooth  sort           327.5      77.1   4.25
1000     4        sawtooth  dither         209.1      37.5   5.58
1000     4        rand      ident          27.3       29.0   0.94
1000     4        rand      reverse        27.3       29.0   0.94
1000     4        rand      reverse_front  27.3       29.0   0.94
1000     4        rand      reverse_back   27.4       29.1   0.94
1000     4        rand      sort           198.5      76.8   2.58
1000     4        rand      dither         27.3       29.1   0.94
1000     4        stagger   ident          71.5       56.1   1.28
1000     4        stagger   reverse        73.2       33.3   2.20
1000     4        stagger   reverse_front  70.6       41.4   1.70
1000     4        stagger   reverse_back   68.9       41.4   1.66
1000     4        stagger   sort           182.9      77.4   2.36
1000     4        stagger   dither         71.5       56.2   1.27
1000     4        plateau   ident          545.7      76.8   7.11
1000     4        plateau   reverse        541.4      76.6   7.06
1000     4        plateau   reverse_front  487.0      76.0   6.41
1000     4        plateau   reverse_back   531.8      77.0   6.90
1000     4        plateau   sort           543.8      77.3   7.04
1000     4        plateau   dither         232.8      38.9   5.98
1000     4        shuffle   ident          199.0      76.8   2.59
1000     4        shuffle   reverse        159.6      37.8   4.23
1000     4        shuffle   reverse_front  155.2      47.2   3.29
1000     4        shuffle   reverse_back   150.1      47.7   3.14
1000     4        shuffle   sort           199.2      77.4   2.57
1000     4        shuffle   dither         176.0      75.9   2.32
1000     8        sawtooth  ident          198.8      39.6   5.02
1000     8        sawtooth  reverse        205.4      35.3   5.81
1000     8        sawtooth  reverse_front  206.1      38.2   5.39
1000     8        sawtooth  reverse_back   197.4      38.5   5.13
1000     8        sawtooth  sort           250.3      76.1   3.29
1000     8        sawtooth  dither         184.1      37.6   4.89
1000     8        rand      ident          27.3       29.0   0.94
1000     8        rand      reverse        27.1       28.9   0.94
1000     8        rand      reverse_front  26.9       29.0   0.93
1000     8        rand      reverse_back   27.2       29.2   0.93
1000     8        rand      sort           197.8      76.6   2.58
1000     8        rand      dither         27.2       29.0   0.94
1000     8        stagger   ident          62.5       52.5   1.19
1000     8        stagger   reverse        64.5       32.2   2.01
1000     8        stagger   reverse_front  64.9       39.4   1.65
1000     8        stagger   reverse_back   64.8       40.2   1.61
1000     8        stagger   sort           201.6      77.2   2.61
1000     8        stagger   dither         72.0       52.3   1.38
1000     8        plateau   ident          547.9      76.1   7.20
1000     8        plateau   reverse        528.8      77.3   6.84
1000     8        plateau   reverse_front  531.4      76.1   6.98
1000     8        plateau   reverse_back   530.3      75.8   7.00
1000     8        plateau   sort           541.2      77.3   7.00
1000     8        plateau   dither         228.8      38.9   5.89
1000     8        shuffle   ident          198.4      76.8   2.58
1000     8        shuffle   reverse        159.5      37.7   4.23
1000     8        shuffle   reverse_front  159.0      47.5   3.35
1000     8        shuffle   reverse_back   149.1      47.8   3.12
1000     8        shuffle   sort           198.4      77.1   2.57
1000     8        shuffle   dither         176.2      76.2   2.31
1000     16       sawtooth  ident          159.6      41.6   3.84
1000     16       sawtooth  reverse        170.6      36.4   4.69
1000     16       sawtooth  reverse_front  153.6      38.1   4.03
1000     16       sawtooth  reverse_back   159.0      38.2   4.16
1000     16       sawtooth  sort           205.0      77.1   2.66
1000     16       sawtooth  dither         151.0      40.3   3.75
1000     16       rand      ident          27.3       29.0   0.94
1000     16       rand      reverse        27.3       29.1   0.94
1000     16       rand      reverse_front  27.2       29.0   0.94
1000     16       rand      reverse_back   27.4       29.1   0.94
1000     16       rand      sort           198.0      75.9   2.61
1000     16       rand      dither         27.2       29.0   0.94
1000     16       stagger   ident          61.2       46.5   1.32
1000     16       stagger   reverse        61.8       32.1   1.93
1000     16       stagger   reverse_front  63.3       37.5   1.69
1000     16       stagger   reverse_back   58.3       37.8   1.54
1000     16       stagger   sort           202.4      77.1   2.62
1000     16       stagger   dither         65.8       46.6   1.41
1000     16       plateau   ident          507.2      77.3   6.56
1000     16       plateau   reverse        490.0      74.6   6.57
1000     16       plateau   reverse_front  502.7      74.4   6.76
1000     16       plateau   reverse_back   507.4      77.1   6.58
1000     16       plateau   sort           509.2      77.3   6.59
1000     16       plateau   dither         227.8      39.2   5.81
1000     16       shuffle   ident          198.9      76.1   2.61
1000     16       shuffle   reverse        157.5      37.8   4.17
1000     16       shuffle   reverse_front  156.4      47.5   3.29
1000     16       shuffle   reverse_back   147.9      47.9   3.09
1000     16       shuffle   sort           198.9      77.4   2.57
1000     16       shuffle   dither         174.8      75.4   2.32
1000     32       sawtooth  ident          144.8      50.2   2.88
1000     32       sawtooth  reverse        129.4      33.4   3.87
1000     32       sawtooth  reverse_front  144.7      40.9   3.54
1000     32       sawtooth  reverse_back   133.5      39.3   3.40
